"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-05-09","78"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-05-10","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-05-11","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-05-12","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-05-13","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-05-14","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-05-15","77"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-05-16","77"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-05-17","78"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-05-18","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-05-19","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-05-20","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-05-21","77"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-05-22","78"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-05-23","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-05-24","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-05-25","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-05-26","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-05-27","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-05-28","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-05-29","77"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-05-30","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-05-31","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-06-01","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-06-02","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-06-03","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-06-04","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-06-05","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-06-06","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-06-07","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-06-08","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-06-09","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-06-10","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-06-11","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-06-12","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-06-13","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-06-14","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-06-15","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-06-16","84"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-06-17","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-06-18","84"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-06-19","84"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-06-20","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-06-21","84"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-06-22","84"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-06-23","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-06-24","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-06-25","84"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-06-26","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-06-27","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-06-28","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-06-29","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-06-30","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-07-01","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-07-02","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-07-03","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-07-04","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-07-05","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-07-06","84"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-07-07","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-07-08","84"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-07-09","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-07-10","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-07-11","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-07-12","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-07-13","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-07-14","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-07-15","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-07-16","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-07-17","76"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-07-18","77"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-07-19","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-07-20","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-07-21","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-07-22","84"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-07-23","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-07-24","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-07-25","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-07-26","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-07-27","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-07-28","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-07-29","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-07-30","84"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-07-31","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-08-01","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-08-02","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-08-03","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-08-04","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-08-05","84"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-08-06","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-08-07","84"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-08-08","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-08-09","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-08-10","84"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-08-11","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-08-12","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-08-13","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-08-14","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-08-15","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-08-16","84"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-08-17","86"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-08-18","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-08-19","84"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-08-20","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-08-21","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-08-22","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-08-23","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-08-24","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-08-25","84"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-08-26","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-08-27","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-08-28","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-08-29","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-08-30","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-08-31","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-09-01","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-09-02","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-09-03","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-09-04","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-09-05","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-09-06","85"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-09-07","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-09-08","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-09-09","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-09-10","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-09-11","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-09-12","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-09-13","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-09-14","84"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-09-15","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-09-16","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-09-17","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-09-18","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-09-19","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-09-20","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-09-21","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-09-22","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-09-23","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-09-24","84"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-09-25","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-09-26","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-09-27","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-09-28","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-09-29","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-09-30","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-10-01","83"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-10-02","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-10-03","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-10-04","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-10-05","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-10-06","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-10-07","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-10-08","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-10-09","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-10-10","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-10-11","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-10-12","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-10-13","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-10-14","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-10-15","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-10-16","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-10-17","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-10-18","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-10-19","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-10-20","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-10-21","82"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-10-22","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-10-23","81"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-10-24","77"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-10-25","77"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-10-26","77"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-10-27","76"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-10-28","78"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-10-29","78"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-10-30","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-10-31","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-11-01","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-11-02","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-11-03","76"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-11-04","77"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-11-05","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-11-06","80"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-11-07","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-11-08","77"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-11-09","78"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-11-10","78"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-11-11","78"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-11-12","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-11-13","75"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-11-14","74"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-11-15","76"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-11-16","78"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-11-17","79"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-11-18","78"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-11-19","78"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-11-20","77"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-11-21","78"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-11-22","76"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-11-23","77"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-11-24","76"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-11-25","74"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-11-26","77"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-11-27","75"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-11-28","63"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-11-29","69"
"USW00012839","MIAMI INTERNATIONAL AIRPORT, FL US","25.7881","-80.3169","8.8","2013-11-30","71"
